313	176563917086928	11:19:02	JINU츄JERRY	1004	팡린			
314	176563917086308	11:19:02	JINU쿤쿤	1000	박댚			
315	176563916340962	11:18:50	지누1004시앙	1000	하정			
316	176563915740811	11:18:43	JINU츄JERRY	1004	하온			
317	176563914781278	11:18:36	JINU츄JERRY	1004	하정			
318	176563914735141	11:18:36	지누1004시앙	1000	팡린			
319	176563912430841	11:18:13	JINU호연지기	1000	운재야 이번판은 글렀어			
320	176563912111531	11:18:12	무하메	1000	뚜부 옛다	2025-12-14 00:18:46		
321	176563911109878	11:17:57	JINU쿤쿤	1000	박댚			
322	176563910932669	11:17:55	[해적]따봉	33				
323	176563907934521	11:17:27	지모링333	500	넣었다 맹송아			
324	176563891070004	11:14:38	호구물소	10055	소소			
325	176563890965724	11:14:38	지누1004시앙	2336	쿤~쿤~ !머리만 밀어버립시다~ㅎ			
326	176563888704367	11:14:14	[해적]유덕리	1022	세은공육 ver.3		세은	
327	176563879740595	11:12:43	지누1004시앙	2288	해피 업!^^	2025-12-14 00:13:17		
328	176563879518555	11:12:41	laney!!	100	시앙이 춤 잘추고 잘 따라와서 흐뭇			
329	176563864277885	11:10:13	JINU쿤쿤	3000	경주씨			
330	176563859116392	11:09:23	지누1004시앙	10000	다냥~^^			
331	176563857126677	11:09:00	laney!!	1001	두시앙			
332	176563854619936	11:08:37	JINUhappy	3000	시앙			
333	176563852301499	11:08:14	지누1004시앙	15775				
334	176563851526187	11:08:01	SSS굳굳	1573	두니			
335	176563850666149	11:07:53	[KP]치즈버거	1000	금별			
336	176563849790304	11:07:49	지누1004시앙	10084				
337	176563847306299	11:07:24	지누1004시앙	10777				
338	176563847306096	11:07:24	SSS굳굳	1004	두니			
339	176563846357672	11:07:09	지누1004시앙	4222				
340	176563821604171	11:03:05	[JINU]박진우	267	두니	2025-12-14 00:03:40	두니	1+1
341	176563821139917	11:03:01	앙츄♥	267	진짜 나의 전부....풍떨..... 진우업			
342	176563809209797	11:00:59	Bright_퓨쳐	2222	소냥			
343	176563805211573	11:00:18	JINU겸손	100	한빛이 잘하고 있어			
344	176563804215665	11:00:11	시나브랭이	100	소소		소소	
345	176563797749792	10:59:03	laney!	100	손이 느려가 어럽다아 챙피하누 ㅎㅎㅎㅎㅎ 운재야	2025-12-13 23:59:37		
346	176563790017553	10:57:47	앙츄♥	1758	운재재재재재			
347	176563786677912	10:57:13	앙츄♥	1111	깨깨비비비비비ㅣ비		최깨비	
348	176563784190735	10:56:48	지면니탓이야	2500	운재	2025-12-13 23:57:28		
349	176563778486485	10:55:50	JINU라이22	2500	뚜 요 가 팡		하정	1+1
350	176563773042214	10:54:58	피치가든	1004	금별			
351	176563770544253	10:54:31	쥰이가	100	하정			
352	176563768642076	10:54:13	소음단_D	10000	금별이 소음단 도착			
353	176563764660621	10:53:32	JINU호연지기	2525	두니			
354	176563760968230	10:52:57	세은meovv00	1573	세으니			
355	176563756094521	10:52:11	laney!	100	운재			
356	176563754584243	10:51:51	앙츄♥	100	뎨동합니다....니카업먼지업			
357	176563745462765	10:50:20	JINU닉토마	5050	진매룽			
358	176563745462560	10:50:20	앙츄♥	2500	지누오빠 운재오빠 깨비오빠			
359	176563744946595	10:50:16	JINUhappy	1090	시앙			
